Distance_(pixels),Gray_Value
3610,36.0000
3611,36.7500
3612,35.5000
3613,33.1250
3614,31.3750
3615,30.8750
3616,30.8750
3617,30.5000
3618,31.8750
3619,32.8750
3620,34.0000
3621,34.3750
3622,34.8750
3623,35.3750
3624,36.1250
3625,35.2500
3626,34.7500
3627,34.3750
3628,35.1250
3629,34.7500
3630,35.0000
3631,34.7500
3632,34.6250
3633,34.7500
3634,34.7500
3635,34.0000
3636,33.5000
3637,33.5000
3638,33.3750
3639,32.8750
3640,32.7500
3641,33.2500
3642,34.3750
3643,34.6250
3644,34.3750
3645,34.3750
3646,33.3750
3647,32.1250
3648,31.0000
3649,29.8750
3650,29.1250
3651,28.5000
3652,28.5000
3653,29.8750
3654,30.3750
3655,31.8750
3656,33.2500
3657,34.3750
3658,34.1250
3659,32.7500
3660,32.1250
3661,31.6250
3662,30.2500
3663,30.0000
3664,31.5000
3665,32.3750
3666,33.7500
3667,34.3750
3668,36.1250
3669,36.6250
3670,36.2500
3671,36.2500
3672,36.6250
3673,35.8750
3674,34.7500
3675,32.8750
3676,31.7500
3677,31.8750
3678,32.5000
3679,33.1250
3680,34.6250
3681,35.5000
3682,34.8750
3683,32.5000
3684,30.8750
3685,30.7500
3686,30.8750
3687,30.8750
3688,31.8750
3689,33.0000
3690,34.0000
3691,33.7500
3692,33.8750
3693,34.1250
3694,34.5000
3695,34.3750
3696,33.5000
3697,33.5000
3698,33.1250
3699,33.3750
3700,32.7500
3701,32.1250
3702,32.1250
3703,32.7500
3704,32.6250
3705,33.8750
3706,34.7500
3707,36.1250
3708,35.3750
3709,33.8750
3710,31.1250
3711,30.1250
3712,28.7500
3713,28.8750
3714,30.2500
3715,33.2500
3716,36.0000
3717,36.8750
3718,37.1250
3719,36.2500
3720,33.7500
3721,31.2500
3722,29.2500
3723,28.3750
3724,29.0000
3725,29.3750
3726,29.8750
3727,30.7500
3728,31.2500
3729,31.8750
3730,32.2500
3731,31.7500
3732,30.3750
3733,29.0000
3734,28.3750
3735,29.1250
3736,30.1250
3737,32.0000
3738,34.3750
3739,35.8750
3740,36.7500
3741,37.0000
3742,37.1250
3743,37.2500
3744,35.7500
3745,35.1250
3746,33.7500
3747,33.3750
3748,33.0000
3749,33.7500
3750,34.5000
3751,36.2500
3752,37.2500
3753,38.1250
3754,36.7500
3755,35.3750
3756,33.0000
3757,30.1250
3758,28.1250
3759,27.8750
3760,28.6250
3761,30.1250
3762,30.6250
3763,31.0000
3764,31.2500
3765,31.5000
3766,30.7500
3767,30.8750
3768,31.1250
3769,30.7500
3770,31.1250
3771,31.0000
3772,31.5000
3773,31.7500
3774,32.2500
3775,32.7500
3776,32.6250
3777,33.1250
3778,33.7500
3779,34.6250
3780,34.2500
3781,34.2500
3782,32.5000
3783,31.1250
3784,29.7500
3785,30.8750
3786,32.7500
3787,35.5000
3788,37.7500
3789,38.7500
3790,38.0000
3791,35.7500
3792,33.6250
3793,31.8750
3794,30.7500
3795,29.7500
3796,30.5000
3797,30.8750
3798,31.3750
3799,32.0000
3800,32.5000
3801,32.8750
3802,33.2500
3803,32.6250
3804,31.7500
3805,30.6250
3806,29.8750
3807,30.3750
3808,31.1250
3809,30.8750
3810,32.1250
3811,33.6250
3812,35.2500
3813,35.6250
3814,35.6250
3815,36.5000
3816,36.7500
3817,35.8750
3818,34.0000
3819,33.1250
3820,33.0000
3821,32.3750
3822,31.5000
3823,31.8750
3824,32.1250
3825,31.8750
3826,30.1250
3827,29.7500
3828,29.8750
3829,30.2500
3830,30.8750
3831,32.0000
3832,33.7500
3833,35.8750
3834,36.0000
3835,35.0000
3836,34.5000
3837,32.7500
3838,31.5000
3839,31.1250
3840,31.5000
3841,32.0000
3842,33.1250
3843,32.8750
3844,32.8750
3845,31.5000
3846,30.5000
3847,30.1250
3848,31.0000
3849,31.3750
3850,33.8750
3851,36.5000
3852,39.0000
3853,40.0000
3854,39.5000
3855,37.6250
3856,36.3750
3857,34.8750
3858,35.3750
3859,35.7500
3860,37.2500
3861,38.0000
3862,38.2500
3863,36.2500
3864,35.0000
3865,32.8750
3866,31.6250
3867,30.6250
3868,29.8750
3869,29.2500
3870,29.1250
3871,29.7500
3872,31.0000
3873,32.1250
3874,32.7500
3875,32.7500
3876,32.0000
3877,30.6250
3878,29.0000
3879,28.2500
3880,29.0000
3881,30.3750
3882,32.8750
3883,34.7500
3884,37.0000
3885,38.3750
3886,39.7500
3887,38.5000
3888,37.8750
3889,35.7500
3890,34.7500
3891,33.0000
3892,31.7500
3893,31.3750
3894,31.6250
3895,32.2500
3896,33.2500
3897,34.0000
3898,34.5000
3899,34.7500
3900,33.8750
3901,33.0000
3902,32.1250
3903,32.0000
3904,32.2500
3905,32.7500
3906,33.2500
3907,33.0000
3908,33.8750
3909,34.5000
3910,34.5000
3911,34.3750
3912,35.0000
3913,35.7500
3914,35.6250
3915,33.8750
3916,33.0000
3917,34.5000
3918,35.1250
3919,35.7500
3920,36.7500
3921,37.6250
3922,37.6250
3923,36.1250
3924,34.0000
3925,33.3750
3926,32.7500
3927,32.1250
3928,32.1250
3929,32.0000
3930,34.0000
3931,36.2500
3932,38.1250
3933,39.1250
3934,39.5000
3935,39.0000
3936,37.7500
3937,36.2500
3938,34.7500
3939,34.7500
3940,33.6250
3941,32.8750
3942,32.2500
3943,31.6250
3944,32.3750
3945,33.2500
3946,32.8750
3947,32.0000
3948,31.0000
3949,29.1250
3950,28.1250
3951,28.2500
3952,29.2500
3953,30.7500
3954,32.1250
3955,34.0000
3956,35.2500
3957,36.2500
3958,36.3750
3959,35.8750
3960,35.1250
3961,35.1250
3962,34.0000
3963,33.6250
3964,33.5000
3965,33.6250
3966,33.0000
3967,32.3750
3968,32.1250
3969,32.2500
3970,31.2500
3971,30.2500
3972,30.1250
3973,30.2500
3974,30.3750
3975,30.8750
3976,32.0000
3977,34.2500
3978,34.2500
3979,34.8750
3980,33.7500
3981,34.2500
3982,34.0000
3983,33.7500
3984,33.2500
3985,32.8750
3986,32.1250
3987,31.3750
3988,30.2500
3989,29.7500
3990,30.6250
3991,31.5000
3992,32.2500
3993,33.2500
3994,35.3750
3995,36.0000
3996,36.1250
3997,34.3750
3998,33.0000
3999,33.0000
4000,33.0000
4001,34.0000
4002,36.0000
4003,37.8750
4004,38.2500
4005,36.7500
4006,35.5000
4007,34.8750
4008,33.2500
4009,32.6250
4010,31.8750
4011,31.1250
4012,30.2500
4013,28.5000
4014,28.7500
4015,29.5000
4016,30.0000
4017,30.2500
4018,30.5000
4019,29.3750
4020,29.2500
4021,27.5000
4022,27.1250
4023,27.5000
4024,28.2500
4025,29.7500
4026,31.7500
4027,32.7500
4028,34.8750
4029,38.3750
4030,39.7500
4031,40.0000
4032,39.7500
4033,38.8750
4034,37.3750
4035,35.3750
4036,34.0000
4037,33.3750
4038,32.8750
4039,33.1250
4040,34.2500
4041,34.3750
4042,33.3750
4043,33.0000
4044,32.2500
4045,30.8750
4046,30.1250
4047,30.3750
4048,32.0000
4049,33.6250
4050,34.6250
4051,34.6250
4052,34.5000
4053,33.8750
4054,34.2500
4055,34.0000
4056,34.1250
4057,34.0000
4058,34.0000
4059,33.8750
4060,34.0000
4061,33.7500
4062,34.5000
4063,34.7500
4064,35.6250
4065,35.2500
4066,35.3750
4067,35.2500
4068,34.6250
4069,33.2500
4070,32.2500
4071,30.5000
4072,30.2500
4073,31.1250
4074,33.3750
4075,37.0000
4076,38.6250
4077,39.1250
4078,37.6250
4079,35.8750
4080,33.8750
4081,32.6250
4082,31.6250
4083,32.0000
4084,33.2500
4085,33.8750
4086,33.2500
4087,32.2500
4088,31.8750
4089,32.3750
4090,31.6250
4091,30.7500
4092,30.2500
4093,30.2500
4094,30.0000
4095,29.3750
4096,30.8750
4097,32.5000
4098,33.2500
4099,34.3750
4100,35.2500
4101,36.6250
4102,36.5000
4103,35.8750
4104,35.1250
4105,33.7500
4106,31.5000
4107,30.3750
4108,29.5000
4109,30.2500
4110,30.8750
4111,32.3750
4112,34.3750
4113,35.3750
4114,34.7500
4115,33.5000
4116,31.2500
4117,29.3750
4118,28.5000
4119,28.3750
4120,30.5000
4121,32.2500
4122,34.1250
4123,35.0000
4124,35.8750
4125,36.2500
4126,36.2500
4127,35.2500
4128,34.6250
4129,33.1250
4130,31.3750
4131,30.1250
4132,28.8750
4133,29.3750
4134,30.5000
4135,32.5000
4136,34.5000
4137,35.8750
4138,35.5000
4139,34.8750
4140,34.2500
4141,33.5000
4142,31.8750
4143,31.1250
4144,31.3750
4145,33.0000
4146,33.7500
4147,34.3750
4148,35.1250
4149,34.8750
4150,33.0000
4151,31.2500
4152,29.8750
4153,28.5000
4154,27.7500
4155,28.2500
4156,28.5000
4157,28.5000
4158,28.7500
4159,29.5000
4160,30.5000
4161,30.2500
4162,29.5000
4163,29.0000
4164,27.7500
4165,26.6250
4166,26.7500
4167,27.8750
4168,30.6250
4169,32.1250
4170,34.2500
4171,35.1250
4172,37.2500
4173,37.7500
4174,38.5000
4175,37.6250
4176,37.5000
4177,35.2500
4178,33.2500
4179,31.2500
4180,31.2500
4181,32.2500
4182,34.0000
4183,36.2500
4184,37.2500
4185,38.0000
4186,37.5000
4187,36.0000
4188,34.1250
4189,34.7500
4190,34.5000
4191,35.3750
4192,34.8750
4193,34.8750
4194,35.3750
4195,35.2500
4196,35.2500
4197,35.8750
4198,36.1250
4199,36.6250
4200,36.3750
4201,34.6250
4202,33.8750
4203,32.0000
4204,31.1250
4205,29.8750
4206,29.5000
4207,29.6250
4208,30.7500
4209,32.0000
4210,33.8750
4211,34.8750
4212,35.0000
4213,33.5000
4214,32.6250
4215,31.3750
4216,30.1250
4217,30.5000
4218,32.5000
4219,35.1250
4220,36.2500
4221,35.7500
4222,34.3750
4223,32.8750
4224,31.3750
4225,30.6250
4226,30.8750
4227,31.3750
4228,32.0000
4229,32.3750
4230,32.0000
4231,31.6250
4232,31.6250
4233,31.5000
4234,30.7500
4235,29.5000
4236,29.0000
4237,27.5000
4238,26.7500
4239,26.0000
4240,27.2500
4241,29.0000
4242,31.0000
4243,32.7500
4244,35.2500
4245,37.0000
4246,37.7500
4247,37.6250
4248,37.3750
4249,37.2500
4250,36.1250
4251,34.2500
4252,33.1250
4253,32.0000
4254,31.5000
4255,31.5000
4256,31.8750
4257,32.5000
4258,32.3750
4259,31.8750
4260,30.7500
4261,30.0000
4262,30.5000
4263,31.5000
4264,33.6250
4265,35.6250
4266,36.7500
4267,37.7500
4268,36.8750
4269,35.6250
4270,33.8750
4271,33.8750
4272,33.6250
4273,33.8750
4274,34.3750
4275,35.5000
4276,36.2500
4277,36.1250
4278,35.1250
4279,34.1250
4280,33.2500
4281,32.3750
4282,33.0000
4283,33.2500
4284,33.1250
4285,32.1250
4286,31.1250
4287,30.1250
4288,30.8750
4289,32.8750
4290,34.8750
4291,36.2500
4292,37.0000
4293,35.7500
4294,33.2500
4295,30.5000
4296,27.8750
4297,26.7500
4298,27.6250
4299,29.1250
4300,30.0000
4301,31.1250
4302,32.0000
4303,32.5000
4304,32.6250
4305,33.0000
4306,33.7500
4307,34.8750
4308,34.1250
4309,34.3750
4310,33.1250
4311,31.1250
4312,29.8750
4313,29.3750
4314,29.2500
4315,30.7500
4316,31.6250
4317,32.8750
4318,34.5000
4319,34.7500
4320,35.2500
4321,34.8750
4322,34.0000
4323,33.5000
4324,33.0000
4325,32.3750
4326,32.1250
4327,31.5000
4328,31.2500
4329,30.3750
4330,29.2500
4331,27.5000
4332,27.0000
4333,27.0000
4334,27.7500
4335,28.2500
4336,29.6250
4337,31.3750
4338,33.3750
4339,34.0000
4340,34.5000
4341,35.2500
4342,37.1250
4343,38.7500
4344,39.7500
4345,40.0000
4346,40.1250
4347,38.5000
4348,36.7500
4349,34.5000
4350,33.3750
4351,32.8750
4352,32.6250
4353,31.7500
4354,32.3750
4355,32.8750
4356,32.7500
4357,32.0000
4358,31.2500
4359,31.2500
4360,32.3750
4361,33.7500
4362,36.8750
4363,39.6250
4364,40.2500
4365,38.7500
4366,36.6250
4367,34.7500
4368,32.0000
4369,30.7500
4370,30.7500
4371,31.7500
4372,31.7500
4373,31.1250
4374,30.7500
4375,30.5000
4376,30.8750
4377,30.1250
4378,29.5000
4379,28.2500
4380,27.5000
4381,26.3750
4382,26.2500
4383,26.7500
4384,28.8750
4385,30.7500
4386,31.8750
4387,32.1250
4388,33.1250
4389,34.3750
4390,34.6250
4391,34.8750
4392,34.7500
4393,34.5000
4394,33.3750
4395,32.6250
4396,31.8750
4397,32.0000
4398,33.1250
4399,34.7500
4400,34.8750
4401,34.2500
4402,32.1250
4403,32.0000
4404,30.1250
4405,30.1250
4406,30.7500
4407,32.7500
4408,33.7500
4409,34.7500
4410,34.0000
4411,34.3750
4412,33.6250
4413,33.2500
4414,33.7500
4415,33.8750
4416,33.7500
4417,34.2500
4418,34.5000
4419,34.8750
4420,34.6250
4421,34.3750
4422,33.7500
4423,33.1250
4424,32.6250
4425,32.5000
4426,33.7500
4427,34.5000
4428,34.0000
4429,32.5000
4430,31.2500
4431,30.5000
4432,31.5000
4433,32.5000
4434,36.6250
4435,40.1250
4436,43.0000
4437,42.3750
4438,40.2500
4439,37.1250
4440,33.8750
4441,31.3750
4442,30.2500
4443,29.8750
4444,30.2500
4445,30.6250
4446,30.0000
4447,30.3750
4448,30.6250
4449,31.7500
4450,32.1250
4451,31.5000
4452,30.7500
4453,29.1250
4454,27.3750
4455,27.5000
4456,28.5000
4457,29.7500
4458,31.3750
4459,32.8750
4460,34.2500
4461,34.8750
4462,35.2500
4463,35.0000
4464,34.5000
4465,33.8750
4466,33.8750
4467,34.5000
4468,34.3750
4469,34.5000
4470,34.8750
4471,35.1250
4472,34.0000
4473,33.8750
4474,32.6250
4475,31.7500
4476,30.1250
4477,29.5000
4478,29.3750
4479,30.3750
4480,31.0000
4481,31.8750
4482,32.3750
4483,33.0000
4484,33.5000
4485,33.6250
4486,34.0000
4487,34.2500
4488,34.3750
4489,34.0000
4490,33.7500
4491,33.5000
4492,33.5000
4493,33.6250
4494,33.7500
4495,33.3750
4496,33.2500
4497,33.6250
4498,34.0000
4499,33.2500
4500,31.5000
4501,30.5000
4502,29.5000
4503,29.6250
4504,31.3750
4505,33.7500
4506,36.0000
4507,36.2500
4508,35.8750
4509,35.2500
4510,34.2500
4511,33.2500
4512,33.2500
4513,33.1250
4514,33.1250
4515,31.6250
4516,31.0000
4517,30.1250
4518,29.7500
4519,29.7500
4520,30.5000
4521,32.3750
4522,33.5000
4523,35.6250
4524,36.6250
4525,37.8750
4526,37.8750
4527,37.6250
4528,36.5000
4529,37.0000
4530,36.0000
4531,36.8750
4532,36.8750
4533,37.2500
4534,36.6250
4535,36.0000
4536,33.8750
4537,33.0000
4538,31.6250
4539,30.5000
4540,29.1250
4541,29.1250
4542,30.0000
4543,30.3750
4544,31.6250
4545,31.7500
4546,31.6250
4547,30.8750
4548,29.6250
4549,29.2500
4550,30.2500
4551,32.1250
4552,35.0000
4553,37.5000
4554,38.7500
4555,38.5000
4556,37.3750
4557,36.2500
4558,35.6250
4559,35.6250
4560,35.6250
4561,35.3750
4562,35.1250
4563,33.8750
4564,33.2500
4565,33.2500
4566,33.7500
4567,34.2500
4568,35.0000
4569,35.0000
4570,34.8750
4571,34.2500
4572,32.6250
4573,31.5000
4574,31.1250
4575,32.0000
4576,34.7500
4577,38.5000
4578,42.2500
4579,45.0000
4580,45.1250
4581,43.0000
4582,39.7500
4583,36.0000
4584,32.3750
4585,29.5000
4586,28.5000
4587,28.1250
4588,28.2500
4589,28.3750
4590,28.8750
4591,30.0000
4592,30.7500
4593,32.2500
4594,33.8750
4595,35.0000
4596,34.2500
4597,33.5000
4598,31.5000
4599,31.1250
4600,29.7500
4601,30.1250
4602,30.2500
4603,31.7500
4604,32.2500
4605,33.6250
4606,33.5000
4607,34.3750
4608,34.6250
4609,34.5000
4610,34.3750
4611,35.0000
4612,34.7500
4613,35.0000
4614,35.5000
4615,36.3750
4616,36.1250
4617,35.5000
4618,35.3750
4619,34.8750
4620,33.5000
4621,32.0000
4622,31.2500
4623,31.5000
4624,31.5000
4625,31.1250
4626,30.5000
4627,30.6250
4628,30.3750
4629,31.1250
4630,31.6250
4631,32.2500
4632,32.2500
4633,32.0000
4634,31.7500
4635,31.8750
4636,32.0000
4637,33.6250
4638,34.6250
4639,35.8750
4640,36.1250
4641,36.7500
4642,36.1250
4643,35.7500
4644,33.0000
4645,31.6250
4646,29.7500
4647,28.5000
4648,29.6250
4649,32.5000
4650,35.1250
4651,35.7500
4652,35.5000
4653,33.6250
4654,31.8750
4655,29.6250
4656,29.1250
4657,29.3750
4658,30.0000
4659,30.0000
4660,29.7500
4661,30.5000
4662,31.3750
4663,32.0000
4664,33.6250
4665,34.1250
4666,33.3750
4667,31.8750
4668,30.3750
4669,29.2500
4670,29.3750
4671,30.0000
4672,31.5000
4673,33.3750
4674,34.3750
4675,36.3750
4676,37.6250
4677,37.3750
4678,37.7500
4679,37.2500
4680,37.0000
4681,35.2500
4682,34.6250
4683,34.5000
4684,34.8750
4685,34.6250
4686,36.0000
4687,36.6250
4688,37.0000
4689,35.7500
4690,34.6250
4691,34.0000
4692,32.7500
4693,31.3750
4694,31.1250
4695,32.6250
4696,34.7500
4697,36.2500
4698,36.6250
4699,36.6250
4700,36.2500
4701,35.7500
4702,35.6250
4703,34.6250
4704,33.6250
4705,33.6250
4706,33.0000
4707,32.1250
4708,32.1250
4709,32.7500
4710,34.1250
4711,34.1250
4712,34.6250
4713,35.0000
4714,35.2500
4715,34.3750
4716,34.3750
4717,34.0000
4718,35.0000
4719,35.1250
4720,35.6250
4721,37.2500
4722,38.7500
4723,39.5000
4724,40.3750
4725,39.8750
4726,39.2500
4727,38.2500
4728,36.6250
4729,34.6250
4730,33.8750
4731,32.0000
4732,31.2500
4733,31.5000
4734,32.3750
4735,33.3750
4736,34.0000
4737,33.8750
4738,34.0000
4739,32.0000
4740,30.1250
4741,28.6250
4742,29.1250
4743,28.5000
4744,29.7500
4745,31.2500
4746,33.3750
4747,35.0000
4748,36.2500
4749,36.8750
4750,37.1250
4751,35.6250
4752,34.3750
4753,33.1250
4754,31.8750
4755,30.7500
4756,30.2500
4757,30.3750
4758,31.3750
4759,32.7500
4760,33.6250
4761,34.2500
4762,34.3750
4763,32.7500
4764,31.8750
4765,31.1250
4766,30.6250
4767,30.3750
4768,31.1250
4769,32.3750
4770,33.5000
4771,34.1250
4772,35.1250
4773,36.0000
4774,36.0000
4775,35.8750
4776,36.6250
4777,36.6250
4778,35.7500
4779,36.0000
4780,36.3750
4781,36.2500
4782,35.2500
4783,35.2500
4784,36.0000
4785,36.8750
4786,35.6250
4787,34.8750
4788,33.1250
4789,31.0000
4790,28.2500
4791,28.0000
4792,29.7500
4793,33.3750
4794,36.1250
4795,38.2500
4796,37.8750
4797,36.0000
4798,32.6250
4799,30.1250
4800,28.5000
4801,28.3750
4802,28.2500
4803,28.2500
4804,27.7500
4805,27.6250
4806,27.7500
4807,28.1250
4808,28.1250
4809,28.5000
4810,29.6250
4811,29.7500
4812,29.8750
4813,29.3750
4814,29.1250
4815,29.3750
4816,30.2500
4817,31.2500
4818,32.2500
4819,33.5000
4820,34.3750
4821,34.7500
4822,34.6250
4823,33.3750
4824,31.6250
4825,30.1250
4826,29.8750
4827,29.3750
4828,31.1250
4829,32.2500
4830,34.5000
4831,34.8750
4832,34.6250
4833,33.8750
4834,33.3750
4835,33.5000
4836,34.5000
4837,34.1250
4838,35.1250
4839,35.0000
4840,34.3750
4841,33.5000
4842,33.2500
4843,33.1250
4844,33.3750
4845,33.7500
4846,33.2500
4847,33.1250
4848,32.2500
4849,32.2500
4850,31.7500
4851,31.7500
4852,31.1250
4853,31.8750
4854,31.2500
4855,30.3750
4856,30.1250
4857,31.1250
4858,31.2500
4859,31.1250
4860,30.5000
4861,29.3750
4862,28.6250
4863,29.0000
4864,30.0000
4865,33.1250
4866,35.1250
4867,37.0000
4868,37.3750
4869,37.2500
4870,35.8750
4871,34.5000
4872,33.5000
4873,33.5000
4874,32.6250
4875,31.5000
4876,30.2500
4877,29.1250
4878,29.6250
4879,30.2500
4880,30.8750
4881,31.5000
4882,31.0000
4883,30.3750
4884,29.1250
4885,27.2500
4886,26.0000
4887,26.0000
4888,27.2500
4889,28.7500
4890,30.0000
4891,32.1250
4892,33.8750
4893,34.1250
4894,33.5000
4895,32.3750
4896,31.6250
4897,31.3750
4898,31.5000
4899,33.2500
4900,34.6250
4901,35.8750
4902,36.1250
4903,36.0000
4904,35.1250
4905,33.7500
4906,32.8750
4907,32.8750
4908,33.0000
4909,34.0000
4910,34.5000
4911,35.5000
4912,37.2500
4913,37.1250
4914,38.1250
4915,37.8750
4916,37.8750
4917,37.1250
4918,35.6250
4919,34.8750
4920,34.6250
4921,34.2500
4922,34.6250
4923,35.7500
4924,37.2500
4925,38.2500
4926,38.5000
4927,38.2500
4928,38.5000
4929,38.3750
4930,38.0000
4931,36.5000
4932,34.7500
4933,33.0000
4934,31.5000
4935,30.8750
4936,30.7500
4937,32.5000
4938,35.2500
4939,38.1250
4940,38.8750
4941,37.5000
4942,34.6250
4943,32.6250
4944,31.0000
4945,29.3750
4946,28.8750
4947,29.2500
4948,29.8750
4949,30.5000
4950,31.3750
4951,32.5000
4952,33.0000
4953,32.5000
4954,31.5000
4955,29.6250
4956,28.1250
4957,27.5000
4958,27.8750
4959,30.0000
4960,33.1250
4961,35.0000
4962,36.6250
4963,37.3750
4964,37.8750
4965,37.5000
4966,36.7500
4967,34.8750
4968,34.8750
4969,33.7500
4970,33.2500
4971,32.1250
4972,33.1250
4973,34.5000
4974,36.8750
4975,36.8750
4976,37.3750
4977,36.0000
4978,34.7500
4979,32.7500
4980,32.7500
4981,32.8750
4982,35.7500
4983,37.7500
4984,38.6250
4985,38.5000
4986,38.3750
4987,37.3750
4988,37.1250
4989,35.5000
4990,35.3750
4991,35.8750
4992,34.5000
4993,33.1250
4994,32.2500
4995,32.8750
4996,33.1250
4997,33.6250
4998,34.3750
4999,35.7500
5000,37.1250
5001,37.7500
5002,37.3750
5003,36.1250
5004,34.6250
5005,32.3750
5006,31.2500
5007,30.3750
5008,32.5000
5009,34.7500
5010,36.1250
5011,36.3750
5012,35.8750
5013,34.7500
5014,34.0000
5015,33.1250
5016,32.1250
5017,33.1250
5018,32.7500
5019,32.5000
5020,32.0000
5021,32.2500
5022,33.0000
5023,33.2500
5024,32.8750
5025,32.3750
5026,31.6250
5027,31.2500
5028,31.2500
5029,30.8750
5030,31.6250
5031,32.1250
5032,33.0000
5033,33.8750
5034,34.8750
5035,35.0000
5036,35.1250
5037,36.1250
5038,35.5000
5039,36.1250
5040,35.8750
5041,35.8750
5042,34.8750
5043,34.3750
5044,33.5000
5045,34.0000
5046,34.1250
5047,33.5000
5048,33.2500
5049,31.7500
5050,29.8750
5051,27.7500
5052,26.8750
5053,28.0000
5054,30.5000
5055,32.7500
5056,36.2500
5057,37.7500
5058,38.0000
5059,37.6250
5060,36.8750
5061,35.5000
5062,34.1250
5063,34.0000
5064,35.2500
5065,35.7500
5066,34.7500
5067,34.6250
5068,33.8750
5069,33.1250
5070,32.0000
5071,32.3750
5072,33.5000
5073,34.6250
5074,34.7500
5075,34.1250
5076,32.2500
5077,30.3750
5078,28.8750
5079,28.8750
5080,30.6250
5081,33.0000
5082,35.3750
5083,36.8750
5084,36.2500
5085,35.0000
5086,32.8750
5087,31.6250
5088,30.8750
5089,29.6250
5090,27.8750
5091,27.1250
5092,27.2500
5093,28.2500
5094,29.2500
5095,31.0000
5096,30.8750
5097,30.6250
5098,28.8750
5099,27.7500
5100,27.0000
5101,26.8750
5102,28.1250
5103,29.3750
5104,30.3750
5105,30.8750
5106,31.6250
5107,32.7500
5108,33.1250
5109,34.1250
5110,34.2500
5111,34.5000
5112,32.8750
5113,32.0000
5114,30.2500
5115,30.7500
5116,30.8750
5117,31.3750
5118,32.2500
5119,32.7500
5120,32.8750
5121,32.2500
5122,32.1250
5123,31.7500
5124,32.5000
5125,32.8750
5126,34.6250
5127,35.3750
5128,34.5000
5129,33.6250
5130,32.8750
5131,33.5000
5132,34.7500
5133,35.5000
5134,36.3750
5135,37.6250
5136,38.7500
5137,37.3750
5138,36.3750
5139,35.6250
5140,35.1250
5141,34.7500
5142,34.0000
5143,33.3750
5144,33.8750
5145,33.5000
5146,33.2500
5147,32.6250
5148,30.7500
5149,30.1250
5150,29.5000
5151,30.5000
5152,32.5000
5153,34.7500
5154,35.7500
5155,35.8750
5156,35.1250
5157,34.0000
5158,33.1250
5159,31.6250
5160,30.7500
5161,31.1250
5162,31.1250
5163,31.6250
5164,30.8750
5165,31.3750
5166,33.0000
5167,33.8750
5168,33.5000
5169,33.6250
5170,32.5000
5171,31.1250
5172,29.8750
5173,29.1250
5174,29.2500
5175,30.2500
5176,31.5000
5177,34.0000
5178,36.0000
5179,37.2500
5180,37.6250
5181,36.6250
5182,36.0000
5183,35.0000
5184,34.3750
5185,32.7500
5186,32.3750
5187,32.0000
5188,33.0000
5189,34.0000
5190,35.2500
5191,35.5000
5192,35.3750
5193,33.6250
5194,31.2500
5195,28.7500
5196,28.3750
5197,29.0000
5198,30.3750
5199,32.3750
5200,34.2500
5201,35.2500
5202,36.6250
5203,36.6250
5204,35.8750
5205,34.6250
5206,34.5000
5207,34.6250
5208,34.5000
5209,34.6250
5210,35.0000
5211,34.3750
5212,32.8750
5213,31.3750
5214,30.6250
5215,31.1250
5216,32.0000
5217,34.2500
5218,36.0000
5219,36.1250
5220,34.8750
5221,33.5000
5222,32.5000
5223,32.2500
5224,33.3750
5225,35.0000
5226,37.6250
5227,38.2500
5228,37.0000
5229,34.6250
5230,33.7500
5231,33.0000
5232,33.3750
5233,33.3750
5234,33.8750
5235,33.8750
5236,33.2500
5237,31.5000
5238,31.2500
5239,30.2500
5240,30.0000
5241,30.0000
5242,30.7500
5243,32.1250
5244,32.8750
5245,33.2500
5246,33.2500
5247,33.3750
5248,33.1250
5249,32.7500
5250,32.8750
5251,33.8750
5252,34.7500
5253,35.7500
5254,36.3750
5255,36.8750
5256,36.5000
5257,35.8750
5258,35.3750
5259,34.7500
5260,35.2500
5261,35.8750
5262,36.6250
5263,36.5000
5264,35.2500
5265,33.7500
5266,32.0000
5267,30.8750
5268,30.8750
5269,32.6250
5270,33.8750
5271,34.7500
5272,35.3750
5273,35.3750
5274,34.2500
5275,32.7500
5276,31.7500
5277,31.5000
5278,31.6250
5279,31.2500
5280,31.0000
5281,30.3750
5282,30.0000
5283,30.1250
5284,30.3750
5285,31.6250
5286,32.7500
5287,35.0000
5288,36.1250
5289,36.8750
5290,35.2500
5291,33.0000
5292,30.5000
5293,29.3750
5294,29.1250
5295,30.8750
5296,33.2500
5297,35.3750
5298,35.0000
5299,34.3750
5300,32.6250
5301,30.8750
5302,29.5000
5303,29.5000
5304,30.1250
5305,29.8750
5306,30.0000
5307,30.8750
5308,31.5000
5309,32.8750
5310,33.8750
5311,33.8750
5312,33.8750
5313,32.2500
5314,30.8750
5315,29.7500
5316,28.5000
5317,28.7500
5318,29.1250
5319,29.8750
5320,31.2500
5321,32.6250
5322,33.3750
5323,33.6250
5324,34.3750
5325,35.0000
5326,34.7500
5327,34.3750
5328,34.5000
5329,34.0000
5330,33.2500
5331,32.5000
5332,33.7500
5333,34.6250
5334,35.3750
5335,34.8750
5336,33.7500
5337,32.1250
5338,30.6250
5339,29.8750
5340,29.7500
5341,31.6250
5342,34.0000
5343,35.3750
5344,35.5000
5345,35.1250
5346,34.2500
5347,33.3750
5348,32.0000
5349,31.6250
5350,32.5000
5351,33.1250
5352,32.8750
5353,33.2500
5354,32.8750
5355,33.3750
5356,32.6250
5357,32.1250
